region,date_heure,annee,jour_numero,heure,jour_fractionnel,thermique,nucleaire,eolien,solaire,hydraulique,bioenergies,pompage,ech_physiques,stockage_batterie,destockage_batterie,cap_prod_max_thermique,thermique_p_disp,cap_prod_max_nucleaire,nucleaire_p_disp,eolien_p_disp,solaire_p_disp,cap_prod_max_hydraulique,hydraulique_p_disp,cap_prod_max_bioenergies,bioenergies_p_disp,population
AUVERGNE RHONE ALPES,2013-11-18 09:00:00,2013,322,09:00:00,322.38,231.0,10436.0,70.0,7.0,4146.0,79.0,-5.0,-5245.0,0.0,0.0,926.0,926.0,13570.0,13570.0,335.0,742.0,11125.0,10973.0,125.0,125.0,7757595
BRETAGNE,2016-09-07 03:30:00,2016,251,03:30:00,251.15,1.0,0.0,134.0,0.0,152.0,38.0,-1.0,1288.0,0.0,0.0,773.0,688.0,0.0,0.0,877.0,230.0,275.0,275.0,57.0,57.0,3306529
ILE DE FRANCE,2018-12-31 04:30:00,2018,365,04:30:00,365.19,417.0,0.0,2.0,0.0,10.0,155.0,0.0,6743.0,0.0,0.0,2169.0,2169.0,0.0,0.0,88.0,124.0,20.0,20.0,306.0,306.0,12213447
HAUTS DE FRANCE,2022-02-06 11:30:00,2022,37,11:30:00,37.48,772.0,2651.0,4777.0,16.0,3.0,112.0,0.0,-2169.0,0.0,0.0,2990.0,2990.0,5460.0,4550.0,5693.0,438.0,5.0,5.0,190.0,190.0,5990765
HAUTS DE FRANCE,2014-10-24 12:30:00,2014,297,12:30:00,297.52,418.0,4466.0,451.0,13.0,1.0,61.0,0.0,1189.0,0.0,0.0,2301.0,2301.0,5460.0,5460.0,2476.0,212.0,5.0,5.0,142.0,142.0,6006156
ILE DE FRANCE,2019-11-11 01:30:00,2019,315,01:30:00,315.06,402.0,0.0,29.0,0.0,9.0,153.0,0.0,7372.0,0.0,0.0,2170.0,2106.0,0.0,0.0,108.0,143.0,20.0,20.0,314.0,314.0,12262544
HAUTS DE FRANCE,2021-02-03 06:00:00,2021,34,06:00:00,34.25,662.0,4220.0,1143.0,0.0,1.0,123.0,0.0,-259.0,0.0,0.0,2990.0,2990.0,5460.0,4550.0,5413.0,300.0,5.0,5.0,181.0,181.0,5995292
ILE DE FRANCE,2016-03-09 02:00:00,2016,69,02:00:00,69.08,473.0,0.0,15.0,0.0,0.0,153.0,0.0,7981.0,0.0,0.0,2149.0,2149.0,0.0,0.0,61.0,114.0,19.0,19.0,300.0,300.0,12117132
PAYS DE LA LOIRE,2021-05-17 23:30:00,2021,137,23:30:00,137.98,381.0,0.0,306.0,0.0,4.0,45.0,0.0,2206.0,0.0,0.0,2055.0,2055.0,0.0,0.0,1097.0,738.0,10.0,10.0,78.0,78.0,3853999
AUVERGNE RHONE ALPES,2018-12-07 01:30:00,2018,341,01:30:00,341.06,220.0,9924.0,155.0,0.0,2691.0,142.0,-1308.0,-4066.0,0.0,0.0,1025.0,1025.0,13570.0,12700.0,607.0,1120.0,11268.0,11098.0,189.0,189.0,7994459
ILE DE FRANCE,2017-10-27 14:00:00,2017,300,14:00:00,300.58,142.0,0.0,5.0,32.0,4.0,139.0,0.0,7903.0,0.0,0.0,2149.0,1937.0,0.0,0.0,88.0,119.0,19.0,19.0,302.0,302.0,12174880
OCCITANIE,2021-04-30 00:00:00,2021,120,00:00:00,120.0,0.0,2480.0,28.0,0.0,920.0,91.0,-39.0,746.0,0.0,0.0,318.0,318.0,2620.0,2620.0,1593.0,2534.0,5499.0,5266.0,172.0,172.0,6022176
BRETAGNE,2022-06-25 20:00:00,2022,176,20:00:00,176.83,468.0,0.0,416.0,52.0,3.0,54.0,-53.0,826.0,0.0,0.0,1432.0,1331.0,0.0,0.0,1191.0,374.0,272.0,272.0,82.0,82.0,3414637
NOUVELLE AQUITAINE,2018-07-12 22:00:00,2018,193,22:00:00,193.92,26.0,5637.0,125.0,-1.0,238.0,185.0,0.0,-1836.0,0.0,0.0,482.0,482.0,6630.0,5720.0,924.0,2362.0,1781.0,1669.0,315.0,315.0,5979778
GRAND EST,2017-04-09 20:00:00,2017,99,20:00:00,99.83,42.0,5993.0,24.0,6.0,950.0,79.0,0.0,-3113.0,0.0,0.0,3453.0,2942.0,10820.0,9498.0,2879.0,535.0,2297.0,2078.0,140.0,140.0,5549586
PROVENCE ALPES COTE D AZUR,2019-07-03 19:30:00,2019,184,19:30:00,184.81,411.0,0.0,9.0,74.0,1104.0,82.0,0.0,3571.0,0.0,0.0,2674.0,2267.0,0.0,0.0,48.0,1380.0,3241.0,3117.0,357.0,207.0,5081101
OCCITANIE,2022-11-30 00:00:00,2022,334,00:00:00,334.0,108.0,1288.0,453.0,0.0,539.0,106.0,-425.0,2675.0,0.0,0.0,326.0,326.0,2620.0,1310.0,1621.0,3104.0,5505.0,5341.0,175.0,175.0,6067101
OCCITANIE,2020-03-20 10:00:00,2020,80,10:00:00,80.42,67.0,2503.0,604.0,971.0,2413.0,97.0,-10.0,-2839.0,0.0,0.0,314.0,314.0,2620.0,2620.0,1579.0,2198.0,5491.0,5210.0,171.0,171.0,5973969
PROVENCE ALPES COTE D AZUR,2018-08-06 04:30:00,2018,218,04:30:00,218.19,42.0,0.0,1.0,0.0,391.0,95.0,0.0,2922.0,0.0,0.0,2666.0,2267.0,0.0,0.0,48.0,1291.0,3233.0,3086.0,357.0,207.0,5052832
PROVENCE ALPES COTE D AZUR,2015-10-22 02:00:00,2015,295,02:00:00,295.08,1503.0,0.0,26.0,0.0,443.0,75.0,0.0,2224.0,0.0,0.0,2610.0,2080.0,0.0,0.0,48.0,968.0,3174.0,3174.0,183.0,183.0,5007977
GRAND EST,2021-06-21 14:00:00,2021,172,14:00:00,172.58,1130.0,6840.0,61.0,489.0,1190.0,128.0,0.0,-4769.0,0.0,0.0,3585.0,3172.0,10820.0,9940.0,3913.0,897.0,2305.0,2103.0,207.0,207.0,5561287
HAUTS DE FRANCE,2015-01-14 15:30:00,2015,14,15:30:00,14.65,1238.0,5463.0,1027.0,26.0,2.0,120.0,0.0,-387.0,0.0,0.0,2301.0,2301.0,5460.0,5460.0,2607.0,212.0,5.0,5.0,155.0,155.0,6009976
HAUTS DE FRANCE,2018-12-28 22:00:00,2018,362,22:00:00,362.92,1206.0,5485.0,56.0,0.0,2.0,118.0,0.0,-45.0,0.0,0.0,2969.0,2384.0,5460.0,5460.0,4352.0,235.0,5.0,5.0,177.0,177.0,6004108
BOURGOGNE FRANCHE COMTE,2013-05-27 07:30:00,2013,147,07:30:00,147.31,28.0,0.0,3.0,10.0,232.0,13.0,0.0,2433.0,0.0,0.0,301.0,301.0,0.0,0.0,204.0,228.0,480.0,480.0,24.0,24.0,2819783
BRETAGNE,2022-07-01 19:00:00,2022,182,19:00:00,182.79,499.0,0.0,118.0,88.0,3.0,54.0,0.0,1389.0,0.0,0.0,1432.0,1322.0,0.0,0.0,1191.0,374.0,272.0,272.0,82.0,82.0,3414637
AUVERGNE RHONE ALPES,2013-05-27 04:30:00,2013,147,04:30:00,147.19,27.0,9907.0,50.0,0.0,4044.0,66.0,-1634.0,-6097.0,0.0,0.0,919.0,919.0,13570.0,13570.0,335.0,716.0,11116.0,11116.0,106.0,106.0,7757595
OCCITANIE,2017-04-16 23:30:00,2017,106,23:30:00,106.98,2.0,1233.0,636.0,0.0,1174.0,81.0,-6.0,654.0,0.0,0.0,282.0,282.0,2620.0,1310.0,1194.0,1705.0,5475.0,5020.0,140.0,140.0,5845102
ILE DE FRANCE,2015-08-06 20:00:00,2015,218,20:00:00,218.83,-2.0,0.0,0.0,5.0,4.0,111.0,0.0,6700.0,0.0,0.0,2144.0,1679.0,0.0,0.0,49.0,113.0,19.0,19.0,300.0,300.0,12082144
CENTRE VAL DE LOIRE,2020-06-20 17:00:00,2020,172,17:00:00,172.71,14.0,3686.0,57.0,143.0,1.0,59.0,0.0,-2582.0,0.0,0.0,229.0,229.0,11630.0,10666.0,1256.0,373.0,92.0,92.0,86.0,86.0,2574863
ILE DE FRANCE,2014-09-16 15:30:00,2014,259,15:30:00,259.65,646.0,0.0,0.0,36.0,6.0,92.0,0.0,7149.0,0.0,0.0,2122.0,2122.0,0.0,0.0,37.0,111.0,19.0,19.0,282.0,282.0,12027565
PROVENCE ALPES COTE D AZUR,2019-12-12 04:00:00,2019,346,04:00:00,346.17,1582.0,0.0,11.0,0.0,1430.0,107.0,0.0,2063.0,0.0,0.0,2679.0,2301.0,0.0,0.0,48.0,1424.0,3249.0,3125.0,357.0,207.0,5081101
PAYS DE LA LOIRE,2013-06-21 11:00:00,2013,172,11:00:00,172.46,531.0,0.0,27.0,57.0,2.0,33.0,0.0,2536.0,0.0,0.0,1837.0,1837.0,0.0,0.0,490.0,391.0,5.0,5.0,57.0,57.0,3660852
NOUVELLE AQUITAINE,2014-06-26 11:00:00,2014,177,11:00:00,177.46,26.0,6529.0,22.0,345.0,366.0,143.0,0.0,-2505.0,0.0,0.0,421.0,421.0,6630.0,6630.0,447.0,1122.0,1772.0,1772.0,220.0,220.0,5879144
BOURGOGNE FRANCHE COMTE,2015-10-01 11:00:00,2015,274,11:00:00,274.46,22.0,0.0,106.0,99.0,19.0,17.0,0.0,2540.0,0.0,0.0,325.0,80.0,0.0,0.0,408.0,262.0,513.0,513.0,29.0,29.0,2820940
HAUTS DE FRANCE,2015-10-18 11:30:00,2015,291,11:30:00,291.48,379.0,4453.0,30.0,21.0,1.0,87.0,0.0,844.0,0.0,0.0,2301.0,2051.0,5460.0,4550.0,2786.0,213.0,5.0,5.0,160.0,160.0,6009976
HAUTS DE FRANCE,2014-12-18 14:30:00,2014,352,14:30:00,352.6,494.0,5220.0,1674.0,3.0,2.0,105.0,0.0,-224.0,0.0,0.0,2301.0,2301.0,5460.0,5460.0,2595.0,212.0,5.0,5.0,155.0,155.0,6006156
ILE DE FRANCE,2017-07-24 21:00:00,2017,205,21:00:00,205.88,1.0,0.0,13.0,1.0,6.0,173.0,0.0,6262.0,0.0,0.0,2149.0,1776.0,0.0,0.0,73.0,117.0,19.0,19.0,301.0,301.0,12174880
BRETAGNE,2021-09-30 07:30:00,2021,273,07:30:00,273.31,12.0,0.0,246.0,0.0,25.0,55.0,-1.0,2059.0,0.0,0.0,1428.0,1428.0,0.0,0.0,1106.0,346.0,272.0,272.0,82.0,82.0,3394567
AUVERGNE RHONE ALPES,2019-07-06 16:30:00,2019,187,16:30:00,187.69,39.0,9760.0,25.0,548.0,3052.0,107.0,-669.0,-6308.0,0.0,0.0,1027.0,1027.0,13570.0,12665.0,635.0,1157.0,11247.0,11083.0,190.0,190.0,8042936
NORMANDIE,2021-07-29 17:00:00,2021,210,17:00:00,210.71,187.0,7088.0,103.0,77.0,10.0,82.0,0.0,-5058.0,0.0,0.0,852.0,852.0,10640.0,9675.0,878.0,296.0,31.0,31.0,147.0,147.0,3327966
HAUTS DE FRANCE,2015-09-16 21:00:00,2015,259,21:00:00,259.88,332.0,3469.0,1400.0,0.0,1.0,109.0,0.0,416.0,0.0,0.0,2301.0,2051.0,5460.0,4550.0,2774.0,213.0,5.0,5.0,160.0,160.0,6009976
CENTRE VAL DE LOIRE,2015-04-04 15:30:00,2015,94,15:30:00,94.65,0.0,9073.0,261.0,33.0,15.0,45.0,0.0,-7258.0,0.0,0.0,166.0,166.0,11630.0,10522.0,818.0,228.0,91.0,91.0,71.0,71.0,2578592
HAUTS DE FRANCE,2021-04-02 03:30:00,2021,92,03:30:00,92.15,657.0,3576.0,1885.0,0.0,2.0,114.0,0.0,-1312.0,0.0,0.0,2990.0,2990.0,5460.0,5460.0,5430.0,353.0,5.0,5.0,182.0,182.0,5995292
OCCITANIE,2021-05-28 00:00:00,2021,148,00:00:00,148.0,0.0,1257.0,15.0,0.0,1399.0,56.0,-9.0,1030.0,0.0,0.0,318.0,318.0,2620.0,2620.0,1593.0,2565.0,5499.0,5332.0,172.0,172.0,6022176
HAUTS DE FRANCE,2018-02-02 00:30:00,2018,33,00:30:00,33.02,502.0,5472.0,1112.0,0.0,1.0,117.0,0.0,550.0,0.0,0.0,2922.0,2691.0,5460.0,4550.0,3799.0,217.0,5.0,5.0,170.0,170.0,6004108
PROVENCE ALPES COTE D AZUR,2016-10-29 12:30:00,2016,303,12:30:00,303.52,2186.0,0.0,6.0,614.0,541.0,107.0,0.0,1049.0,0.0,0.0,2618.0,2373.0,0.0,0.0,48.0,1048.0,3192.0,3192.0,354.0,354.0,5021928
AUVERGNE RHONE ALPES,2022-11-07 08:30:00,2022,311,08:30:00,311.35,543.0,6549.0,58.0,152.0,3529.0,110.0,-13.0,-2960.0,0.0,0.0,1050.0,1050.0,13570.0,12684.0,723.0,1820.0,11790.0,11692.0,208.0,208.0,8155762
AUVERGNE RHONE ALPES,2017-11-18 16:30:00,2017,322,16:30:00,322.69,538.0,5505.0,118.0,41.0,1708.0,139.0,-331.0,534.0,0.0,0.0,1000.0,1000.0,13570.0,12689.0,548.0,977.0,11246.0,11015.0,178.0,178.0,7948287
BRETAGNE,2014-02-27 06:30:00,2014,58,06:30:00,58.27,80.0,0.0,342.0,0.0,19.0,33.0,-17.0,2674.0,0.0,0.0,684.0,684.0,0.0,0.0,747.0,209.0,251.0,251.0,50.0,50.0,3276543
BRETAGNE,2022-09-09 11:30:00,2022,252,11:30:00,252.48,541.0,0.0,279.0,122.0,186.0,55.0,-1.0,1304.0,0.0,0.0,1432.0,1322.0,0.0,0.0,1209.0,395.0,272.0,272.0,83.0,83.0,3414637
CENTRE VAL DE LOIRE,2017-12-16 21:30:00,2017,350,21:30:00,350.9,99.0,9384.0,264.0,0.0,46.0,58.0,0.0,-6987.0,0.0,0.0,214.0,214.0,11630.0,10522.0,987.0,278.0,91.0,91.0,76.0,76.0,2576252
PAYS DE LA LOIRE,2021-06-30 08:30:00,2021,181,08:30:00,181.35,0.0,0.0,7.0,66.0,4.0,58.0,0.0,2693.0,0.0,0.0,2056.0,2056.0,0.0,0.0,1105.0,750.0,10.0,10.0,78.0,78.0,3853999
CENTRE VAL DE LOIRE,2014-06-27 21:00:00,2014,178,21:00:00,178.88,2.0,7623.0,73.0,6.0,9.0,48.0,0.0,-6020.0,0.0,0.0,162.0,162.0,11630.0,11630.0,801.0,216.0,91.0,91.0,56.0,56.0,2577435
OCCITANIE,2016-06-12 12:30:00,2016,164,12:30:00,164.52,-2.0,1055.0,545.0,872.0,1285.0,79.0,-272.0,-183.0,0.0,0.0,266.0,266.0,2620.0,1310.0,1098.0,1597.0,5462.0,5235.0,139.0,139.0,5808435
BRETAGNE,2015-02-24 05:30:00,2015,55,05:30:00,55.23,110.0,0.0,354.0,0.0,227.0,29.0,-1.0,2521.0,0.0,0.0,719.0,719.0,0.0,0.0,801.0,219.0,272.0,272.0,53.0,53.0,3293850
NOUVELLE AQUITAINE,2017-05-13 05:30:00,2017,133,05:30:00,133.23,48.0,5657.0,88.0,-1.0,309.0,169.0,0.0,-2931.0,0.0,0.0,465.0,465.0,6630.0,5574.0,742.0,1960.0,1780.0,1670.0,306.0,306.0,5956978
AUVERGNE RHONE ALPES,2013-06-27 15:00:00,2013,178,15:00:00,178.62,50.0,8579.0,130.0,239.0,4971.0,68.0,-7.0,-6651.0,0.0,0.0,919.0,919.0,13570.0,13570.0,335.0,720.0,11116.0,11116.0,106.0,106.0,7757595
PAYS DE LA LOIRE,2020-04-24 02:00:00,2020,115,02:00:00,115.08,8.0,0.0,54.0,0.0,2.0,56.0,0.0,2380.0,0.0,0.0,2050.0,1760.0,0.0,0.0,989.0,635.0,10.0,10.0,77.0,77.0,3832120
ILE DE FRANCE,2016-01-29 06:00:00,2016,29,06:00:00,29.25,421.0,0.0,14.0,0.0,7.0,138.0,0.0,8372.0,0.0,0.0,2149.0,2149.0,0.0,0.0,61.0,114.0,19.0,19.0,300.0,300.0,12117132
NOUVELLE AQUITAINE,2014-12-24 15:00:00,2014,358,15:00:00,358.62,124.0,5605.0,140.0,136.0,470.0,153.0,0.0,-258.0,0.0,0.0,427.0,427.0,6630.0,5720.0,469.0,1348.0,1774.0,1774.0,232.0,232.0,5879144
HAUTS DE FRANCE,2019-12-18 19:00:00,2019,352,19:00:00,352.79,1319.0,4008.0,3068.0,0.0,2.0,123.0,0.0,-1159.0,0.0,0.0,2970.0,2739.0,5460.0,4715.0,4895.0,240.0,5.0,5.0,180.0,180.0,6004947
GRAND EST,2020-12-19 23:30:00,2020,354,23:30:00,354.98,675.0,9148.0,781.0,0.0,801.0,120.0,0.0,-6328.0,0.0,0.0,3585.0,3172.0,10820.0,9809.0,3849.0,678.0,2305.0,2103.0,193.0,193.0,5562651
BOURGOGNE FRANCHE COMTE,2021-03-05 03:30:00,2021,64,03:30:00,64.15,151.0,0.0,114.0,0.0,46.0,47.0,0.0,1940.0,0.0,0.0,401.0,401.0,0.0,0.0,928.0,406.0,523.0,523.0,71.0,71.0,2800194
AUVERGNE RHONE ALPES,2021-05-29 15:30:00,2021,149,15:30:00,149.65,30.0,9635.0,116.0,767.0,2783.0,119.0,-1293.0,-6454.0,0.0,0.0,1047.0,1047.0,13570.0,12690.0,723.0,1474.0,11770.0,11623.0,208.0,208.0,8114361
BOURGOGNE FRANCHE COMTE,2021-08-04 00:30:00,2021,216,00:30:00,216.02,24.0,0.0,54.0,0.0,44.0,51.0,0.0,1412.0,0.0,0.0,401.0,401.0,0.0,0.0,969.0,459.0,524.0,524.0,72.0,72.0,2800194
PAYS DE LA LOIRE,2013-08-16 07:30:00,2013,228,07:30:00,228.31,220.0,0.0,9.0,2.0,0.0,39.0,0.0,1806.0,0.0,0.0,1837.0,1837.0,0.0,0.0,490.0,394.0,5.0,5.0,58.0,58.0,3660852
PAYS DE LA LOIRE,2019-11-26 10:30:00,2019,330,10:30:00,330.44,567.0,0.0,757.0,28.0,3.0,57.0,0.0,2676.0,0.0,0.0,2050.0,2050.0,0.0,0.0,933.0,612.0,10.0,10.0,76.0,76.0,3806461
CENTRE VAL DE LOIRE,2019-01-10 13:30:00,2019,10,13:30:00,10.56,123.0,10383.0,222.0,80.0,1.0,57.0,0.0,-7519.0,0.0,0.0,228.0,228.0,11630.0,10320.0,1112.0,305.0,91.0,91.0,84.0,84.0,2573180
ILE DE FRANCE,2015-03-12 06:30:00,2015,71,06:30:00,71.27,660.0,0.0,5.0,0.0,5.0,112.0,0.0,8414.0,0.0,0.0,2144.0,1918.0,0.0,0.0,37.0,112.0,19.0,19.0,286.0,286.0,12082144
NOUVELLE AQUITAINE,2020-11-25 18:30:00,2020,330,18:30:00,330.77,174.0,5325.0,82.0,2.0,800.0,161.0,0.0,-519.0,0.0,0.0,576.0,576.0,6630.0,5559.0,1190.0,2811.0,1783.0,1678.0,347.0,347.0,6033952
HAUTS DE FRANCE,2020-09-30 14:30:00,2020,274,14:30:00,274.6,1651.0,2698.0,783.0,48.0,0.0,130.0,0.0,361.0,0.0,0.0,2983.0,2983.0,5460.0,4550.0,5175.0,258.0,5.0,5.0,181.0,181.0,5997734
PROVENCE ALPES COTE D AZUR,2013-01-03 17:30:00,2013,3,17:30:00,3.73,606.0,0.0,17.0,3.0,1689.0,62.0,0.0,3575.0,0.0,0.0,2590.0,2528.0,0.0,0.0,45.0,667.0,3158.0,3158.0,149.0,149.0,4953675
NOUVELLE AQUITAINE,2014-10-22 15:30:00,2014,295,15:30:00,295.65,62.0,4177.0,36.0,599.0,249.0,133.0,0.0,-583.0,0.0,0.0,421.0,421.0,6630.0,5720.0,459.0,1304.0,1772.0,1772.0,223.0,223.0,5879144
HAUTS DE FRANCE,2017-09-06 20:00:00,2017,249,20:00:00,249.83,1193.0,4423.0,621.0,1.0,0.0,119.0,0.0,-694.0,0.0,0.0,2910.0,2335.0,5460.0,4550.0,3569.0,215.0,5.0,5.0,165.0,165.0,6003815
BOURGOGNE FRANCHE COMTE,2022-06-20 00:30:00,2022,171,00:30:00,171.02,0.0,0.0,482.0,0.0,14.0,52.0,0.0,1123.0,0.0,0.0,401.0,401.0,0.0,0.0,1049.0,557.0,524.0,524.0,75.0,75.0,2797366
BOURGOGNE FRANCHE COMTE,2022-01-08 03:30:00,2022,8,03:30:00,8.15,157.0,0.0,641.0,0.0,106.0,56.0,0.0,1706.0,0.0,0.0,401.0,401.0,0.0,0.0,992.0,494.0,524.0,524.0,74.0,74.0,2797366
BRETAGNE,2018-10-30 04:30:00,2018,303,04:30:00,303.19,14.0,0.0,47.0,0.0,131.0,25.0,-1.0,2467.0,0.0,0.0,936.0,851.0,0.0,0.0,988.0,255.0,270.0,270.0,70.0,70.0,3335414
PAYS DE LA LOIRE,2019-03-30 03:30:00,2019,89,03:30:00,89.15,171.0,0.0,307.0,0.0,4.0,54.0,0.0,2067.0,0.0,0.0,2037.0,2037.0,0.0,0.0,897.0,571.0,8.0,8.0,70.0,70.0,3806461
BOURGOGNE FRANCHE COMTE,2017-07-17 12:00:00,2017,198,12:00:00,198.5,54.0,0.0,20.0,141.0,35.0,21.0,0.0,2374.0,0.0,0.0,331.0,331.0,0.0,0.0,605.0,270.0,519.0,519.0,33.0,33.0,2811423
PAYS DE LA LOIRE,2019-11-19 17:00:00,2019,323,17:00:00,323.71,1712.0,0.0,104.0,9.0,3.0,54.0,0.0,2331.0,0.0,0.0,2037.0,2037.0,0.0,0.0,933.0,611.0,10.0,10.0,75.0,75.0,3806461
BOURGOGNE FRANCHE COMTE,2017-11-25 19:00:00,2017,329,19:00:00,329.79,160.0,0.0,213.0,0.0,143.0,27.0,0.0,2320.0,0.0,0.0,356.0,356.0,0.0,0.0,676.0,286.0,520.0,520.0,35.0,35.0,2811423
OCCITANIE,2018-03-08 03:00:00,2018,67,03:00:00,67.12,83.0,2438.0,26.0,0.0,1525.0,94.0,-851.0,1947.0,0.0,0.0,291.0,291.0,2620.0,2620.0,1365.0,1837.0,5482.0,4914.0,145.0,145.0,5885496
OCCITANIE,2016-10-20 21:30:00,2016,294,21:30:00,294.9,0.0,2408.0,374.0,0.0,1748.0,93.0,0.0,-488.0,0.0,0.0,266.0,266.0,2620.0,2620.0,1142.0,1653.0,5463.0,5236.0,140.0,140.0,5808435
ILE DE FRANCE,2016-02-12 12:30:00,2016,43,12:30:00,43.52,423.0,0.0,18.0,6.0,0.0,143.0,0.0,11765.0,0.0,0.0,2149.0,2149.0,0.0,0.0,61.0,114.0,19.0,19.0,300.0,300.0,12117132
BOURGOGNE FRANCHE COMTE,2019-01-12 23:30:00,2019,12,23:30:00,12.98,165.0,0.0,457.0,0.0,136.0,34.0,0.0,2096.0,0.0,0.0,401.0,401.0,0.0,0.0,780.0,329.0,520.0,520.0,65.0,65.0,2805580
AUVERGNE RHONE ALPES,2015-12-16 05:00:00,2015,350,05:00:00,350.21,174.0,10583.0,48.0,0.0,904.0,131.0,-2099.0,-2005.0,0.0,0.0,947.0,947.0,13570.0,12667.0,384.0,894.0,11196.0,10892.0,168.0,168.0,7877698
BOURGOGNE FRANCHE COMTE,2018-11-01 22:00:00,2018,305,22:00:00,305.92,136.0,0.0,241.0,0.0,8.0,48.0,-1.0,1970.0,0.0,0.0,395.0,395.0,0.0,0.0,708.0,318.0,520.0,443.0,57.0,57.0,2807807
PROVENCE ALPES COTE D AZUR,2020-08-11 00:00:00,2020,224,00:00:00,224.0,1102.0,0.0,0.0,0.0,961.0,82.0,0.0,2255.0,0.0,0.0,2710.0,2290.0,0.0,0.0,48.0,1497.0,3261.0,3151.0,357.0,207.0,5098666
OCCITANIE,2016-02-12 05:00:00,2016,43,05:00:00,43.21,51.0,2483.0,46.0,0.0,1406.0,97.0,-671.0,1187.0,0.0,0.0,266.0,0.0,2620.0,2620.0,1098.0,1513.0,5461.0,5234.0,137.0,137.0,5808435
HAUTS DE FRANCE,2022-07-20 21:00:00,2022,201,21:00:00,201.88,1650.0,2529.0,171.0,8.0,1.0,119.0,0.0,322.0,0.0,0.0,2996.0,2903.0,5460.0,4550.0,5806.0,444.0,6.0,6.0,197.0,197.0,5990765
ILE DE FRANCE,2013-07-08 16:00:00,2013,189,16:00:00,189.67,-1.0,0.0,4.0,38.0,10.0,150.0,0.0,7827.0,0.0,0.0,2121.0,2121.0,0.0,0.0,37.0,109.0,19.0,19.0,282.0,282.0,11959807
PAYS DE LA LOIRE,2014-01-21 00:30:00,2014,21,00:30:00,21.02,784.0,0.0,8.0,0.0,4.0,44.0,0.0,3526.0,0.0,0.0,1864.0,1864.0,0.0,0.0,518.0,400.0,6.0,6.0,58.0,58.0,3690833
BOURGOGNE FRANCHE COMTE,2021-06-20 19:30:00,2021,171,19:30:00,171.81,24.0,0.0,143.0,32.0,109.0,49.0,0.0,1523.0,0.0,0.0,401.0,401.0,0.0,0.0,955.0,428.0,523.0,523.0,71.0,71.0,2800194
ILE DE FRANCE,2016-08-13 12:30:00,2016,226,12:30:00,226.52,-2.0,0.0,0.0,48.0,7.0,140.0,0.0,5695.0,0.0,0.0,2149.0,1647.0,0.0,0.0,61.0,115.0,19.0,19.0,300.0,300.0,12117132
HAUTS DE FRANCE,2019-04-19 22:00:00,2019,109,22:00:00,109.92,447.0,3616.0,893.0,0.0,3.0,134.0,0.0,147.0,0.0,0.0,2969.0,2504.0,5460.0,4550.0,4467.0,235.0,5.0,5.0,178.0,178.0,6004947
CENTRE VAL DE LOIRE,2020-07-11 16:00:00,2020,193,16:00:00,193.67,11.0,3641.0,108.0,254.0,1.0,67.0,0.0,-2547.0,0.0,0.0,229.0,229.0,11630.0,10653.0,1256.0,375.0,92.0,92.0,88.0,88.0,2574863
GRAND EST,2014-12-30 09:30:00,2014,364,09:30:00,364.4,2131.0,12283.0,182.0,0.0,1031.0,72.0,0.0,-9246.0,0.0,0.0,3400.0,3200.0,10820.0,10510.0,2327.0,522.0,2284.0,2284.0,107.0,107.0,5554645
BRETAGNE,2016-02-21 07:30:00,2016,52,07:30:00,52.31,155.0,0.0,308.0,0.0,24.0,38.0,-44.0,1880.0,0.0,0.0,771.0,771.0,0.0,0.0,829.0,225.0,275.0,275.0,56.0,56.0,3306529
CENTRE VAL DE LOIRE,2015-04-08 10:30:00,2015,98,10:30:00,98.44,0.0,9178.0,19.0,94.0,45.0,41.0,0.0,-6943.0,0.0,0.0,166.0,166.0,11630.0,10522.0,818.0,228.0,91.0,91.0,71.0,71.0,2578592
HAUTS DE FRANCE,2013-08-03 21:00:00,2013,215,21:00:00,215.88,299.0,3531.0,31.0,1.0,1.0,65.0,0.0,231.0,0.0,0.0,2268.0,2268.0,5460.0,5460.0,2205.0,210.0,5.0,5.0,139.0,139.0,5987883
AUVERGNE RHONE ALPES,2022-03-16 22:00:00,2022,75,22:00:00,75.92,462.0,9728.0,49.0,0.0,2636.0,135.0,-3.0,-5356.0,0.0,0.0,1048.0,1048.0,13570.0,12658.0,723.0,1660.0,11780.0,11638.0,208.0,208.0,8155762
NORMANDIE,2015-07-19 23:30:00,2015,200,23:30:00,200.98,228.0,7091.0,37.0,0.0,12.0,46.0,0.0,-4640.0,0.0,0.0,761.0,181.0,10640.0,9310.0,522.0,215.0,24.0,24.0,94.0,94.0,3339131
BOURGOGNE FRANCHE COMTE,2016-04-15 04:00:00,2016,106,04:00:00,106.17,24.0,0.0,76.0,0.0,103.0,23.0,0.0,1764.0,0.0,0.0,329.0,329.0,0.0,0.0,414.0,264.0,513.0,513.0,30.0,30.0,2818338
BOURGOGNE FRANCHE COMTE,2013-02-21 20:00:00,2013,52,20:00:00,52.83,384.0,0.0,83.0,0.0,246.0,14.0,0.0,3026.0,0.0,0.0,301.0,301.0,0.0,0.0,204.0,227.0,480.0,480.0,24.0,24.0,2819783
NOUVELLE AQUITAINE,2020-03-09 11:00:00,2020,69,11:00:00,69.46,204.0,6539.0,265.0,882.0,1141.0,194.0,0.0,-2750.0,0.0,0.0,571.0,571.0,6630.0,5822.0,1089.0,2636.0,1783.0,1678.0,340.0,340.0,6033952
